date,state,district,pincode,age_0_5,age_5_17,age_18_greater
31-12-2025,Tamil Nadu,Vellore,632508,1,0,0
31-12-2025,Tamil Nadu,Vellore,632602,3,3,0
31-12-2025,Tamil Nadu,Vellore,635601,5,2,0
31-12-2025,Tamil Nadu,Vellore,635602,0,1,0
31-12-2025,Tamil Nadu,Vellore,635651,4,0,0
31-12-2025,Tamil Nadu,Vellore,635754,2,0,0
31-12-2025,Tamil Nadu,Vellore,635802,2,1,0
31-12-2025,Tamil Nadu,Vellore,635804,2,0,0
31-12-2025,Tamil Nadu,Vellore,635805,1,2,0
31-12-2025,Tamil Nadu,Villupuram,604201,3,0,0
31-12-2025,Tamil Nadu,Villupuram,604202,2,2,0
31-12-2025,Tamil Nadu,Villupuram,604208,1,1,0
31-12-2025,Tamil Nadu,Villupuram,604210,1,0,0
31-12-2025,Tamil Nadu,Villupuram,605103,2,0,0
31-12-2025,Tamil Nadu,Villupuram,605108,1,0,0
31-12-2025,Tamil Nadu,Villupuram,605201,0,3,0
31-12-2025,Tamil Nadu,Villupuram,605301,3,0,0
31-12-2025,Tamil Nadu,Villupuram,605501,1,0,0
31-12-2025,Tamil Nadu,Villupuram,605651,0,1,0
31-12-2025,Tamil Nadu,Villupuram,605751,2,0,0
31-12-2025,Tamil Nadu,Villupuram,607201,2,0,0
31-12-2025,Tamil Nadu,Viluppuram,604001,4,1,0
31-12-2025,Tamil Nadu,Viluppuram,605203,1,1,0
31-12-2025,Tamil Nadu,Viluppuram,606205,0,1,0
31-12-2025,Tamil Nadu,Viluppuram,606208,0,2,0
31-12-2025,Tamil Nadu,Viluppuram,607202,0,1,0
31-12-2025,Tamil Nadu,Virudhunagar,626112,2,1,0
31-12-2025,Tamil Nadu,Virudhunagar,626113,1,0,0
31-12-2025,Tamil Nadu,Virudhunagar,626123,3,1,0
31-12-2025,Tamil Nadu,Virudhunagar,626129,2,1,0
31-12-2025,Tamil Nadu,Virudhunagar,626142,1,0,0
31-12-2025,Tamil Nadu,Virudhunagar,626189,8,1,0
31-12-2025,Tamil Nadu,Virudhunagar,626201,1,0,0
31-12-2025,Tamil Nadu,Virudhunagar,626203,2,3,0
31-12-2025,Telangana,Adilabad,504251,0,1,0
31-12-2025,Telangana,Adilabad,504273,1,0,0
31-12-2025,Telangana,Adilabad,504323,1,0,0
31-12-2025,Telangana,Hanumakonda,506164,1,0,0
31-12-2025,Telangana,Hanumakonda,506310,1,1,0
31-12-2025,Telangana,Hanumakonda,506319,1,0,0
31-12-2025,Telangana,Hyderabad,500004,2,2,0
31-12-2025,Telangana,Hyderabad,500023,9,9,0
31-12-2025,Telangana,Hyderabad,500027,6,4,0
31-12-2025,Telangana,Hyderabad,500033,4,0,0
31-12-2025,Telangana,Hyderabad,500036,6,2,0
31-12-2025,Telangana,Hyderabad,500040,2,1,0
31-12-2025,Telangana,Hyderabad,500045,4,5,1
31-12-2025,Telangana,Hyderabad,500057,0,2,0
31-12-2025,Telangana,Hyderabad,500061,4,2,0
31-12-2025,Telangana,Hyderabad,500062,1,4,0
31-12-2025,Telangana,Hyderabad,500095,0,1,0
31-12-2025,Telangana,Hyderabad,500096,2,0,0
31-12-2025,Telangana,Jagitial,505415,1,0,0
31-12-2025,Telangana,Jagitial,505529,1,0,0
31-12-2025,Telangana,Jangoan,506224,1,0,0
31-12-2025,Telangana,Jangoan,506313,1,0,0
31-12-2025,Telangana,Jayashankar Bhupalpally,506356,2,1,0
31-12-2025,Telangana,Jogulamba Gadwal,509135,2,0,0
31-12-2025,Telangana,K.v. Rangareddy,500005,13,5,0
31-12-2025,Telangana,K.v. Rangareddy,500014,0,2,0
31-12-2025,Telangana,K.v. Rangareddy,500039,1,4,0
31-12-2025,Telangana,K.v. Rangareddy,500075,3,2,1
31-12-2025,Telangana,K.v. Rangareddy,500076,3,0,0
31-12-2025,Telangana,K.v. Rangareddy,500077,3,1,0
31-12-2025,Telangana,K.v. Rangareddy,500083,1,0,0
31-12-2025,Telangana,K.v. Rangareddy,500084,11,3,1
31-12-2025,Telangana,K.v. Rangareddy,500089,11,5,0
31-12-2025,Telangana,K.v. Rangareddy,500098,1,2,0
31-12-2025,Telangana,K.v. Rangareddy,501106,0,2,0
31-12-2025,Telangana,K.v. Rangareddy,501111,1,0,0
31-12-2025,Telangana,K.v. Rangareddy,501218,11,3,0
31-12-2025,Telangana,K.v. Rangareddy,501401,3,1,0
31-12-2025,Telangana,K.v. Rangareddy,501503,4,1,0
31-12-2025,Telangana,K.v. Rangareddy,501506,3,1,0
31-12-2025,Telangana,K.v. Rangareddy,501510,7,2,0
31-12-2025,Telangana,K.v. Rangareddy,509321,4,4,0
31-12-2025,Telangana,K.v. Rangareddy,509335,1,1,0
31-12-2025,Telangana,Kamareddy,503111,6,1,0
31-12-2025,Telangana,Kamareddy,503123,1,0,0
31-12-2025,Telangana,Karimnagar,505001,7,5,0
31-12-2025,Telangana,Karimnagar,505303,1,0,0
31-12-2025,Telangana,Karimnagar,505401,1,1,0
31-12-2025,Telangana,Karimnagar,505452,3,3,0
31-12-2025,Telangana,Karimnagar,505474,3,0,0
31-12-2025,Telangana,Khammam,507115,0,1,0
31-12-2025,Telangana,Khammam,507160,1,0,0
31-12-2025,Telangana,Khammam,507163,3,1,0
31-12-2025,Telangana,Khammam,507210,0,1,0
31-12-2025,Telangana,Khammam,507305,0,1,0
31-12-2025,Telangana,Komaram Bheem,504296,6,1,0
31-12-2025,Telangana,Mahabubabad,506101,1,1,0
31-12-2025,Telangana,Mahabubabad,506135,3,0,0
31-12-2025,Telangana,Mahabubabad,506163,2,1,0
31-12-2025,Telangana,Mahabubnagar,509103,1,1,0
31-12-2025,Telangana,Mahabubnagar,509129,3,0,0
31-12-2025,Telangana,Mahabubnagar,509152,1,0,0
31-12-2025,Telangana,Mahabubnagar,509203,3,2,0
31-12-2025,Telangana,Mahabubnagar,509204,2,4,0
31-12-2025,Telangana,Mahabubnagar,509206,1,0,0
31-12-2025,Telangana,Mahabubnagar,509235,2,1,0
31-12-2025,Telangana,Mahabubnagar,509311,1,0,0
31-12-2025,Telangana,Mahabubnagar,509320,4,0,0
31-12-2025,Telangana,Mahabubnagar,509321,0,1,0
31-12-2025,Telangana,Mahabubnagar,509336,1,1,0
31-12-2025,Telangana,Mahabubnagar,509339,2,3,0
31-12-2025,Telangana,Mahabubnagar,509350,1,0,0
31-12-2025,Telangana,Mahabubnagar,509353,1,0,0
31-12-2025,Telangana,Mahabubnagar,509371,4,3,0
31-12-2025,Telangana,Mahabubnagar,509380,1,0,0
31-12-2025,Telangana,Mahabubnagar,509409,2,3,0
31-12-2025,Telangana,Mahabubnagar,509410,0,1,0
31-12-2025,Telangana,Mancherial,504204,0,1,0
31-12-2025,Telangana,Mancherial,504208,4,1,0
31-12-2025,Telangana,Mancherial,504209,0,1,0
31-12-2025,Telangana,Mancherial,504214,5,1,0
31-12-2025,Telangana,Mancherial,504231,0,1,0
31-12-2025,Telangana,Medak,502032,2,1,0
31-12-2025,Telangana,Medak,502109,1,0,0
31-12-2025,Telangana,Medak,502117,1,0,0
31-12-2025,Telangana,Medak,502210,0,1,0
31-12-2025,Telangana,Medak,502220,2,1,0
31-12-2025,Telangana,Medak,502221,2,0,0
31-12-2025,Telangana,Medak,502248,2,0,0
31-12-2025,Telangana,Medak,502257,1,0,0
31-12-2025,Telangana,Medak,502269,2,1,0
31-12-2025,Telangana,Medak,502280,2,0,0
31-12-2025,Telangana,Medak,502291,2,1,0
31-12-2025,Telangana,Medak,502295,1,0,0
31-12-2025,Telangana,Medak,502296,4,1,0
31-12-2025,Telangana,Medak,502301,1,0,0
31-12-2025,Telangana,Medak,502306,0,1,0
31-12-2025,Telangana,Medak,502334,2,2,0
31-12-2025,Telangana,Medchal-malkajgiri,500043,1,1,0
31-12-2025,Telangana,Medchal-malkajgiri,500056,3,1,0
31-12-2025,Telangana,Medchal-malkajgiri,500068,1,1,0
31-12-2025,Telangana,Medchal-malkajgiri,501301,1,3,0
31-12-2025,Telangana,Mulugu,506344,1,1,0
31-12-2025,Telangana,Mulugu,506345,1,0,0
31-12-2025,Telangana,Nagarkurnool,509102,2,2,0
31-12-2025,Telangana,Nagarkurnool,509206,1,0,0
31-12-2025,Telangana,Nalgonda,508101,2,0,0
31-12-2025,Telangana,Nalgonda,508114,2,0,0
31-12-2025,Telangana,Nalgonda,508116,2,0,0
31-12-2025,Telangana,Nalgonda,508204,0,2,0
31-12-2025,Telangana,Nalgonda,508243,3,5,0
31-12-2025,Telangana,Nalgonda,508253,1,0,0
31-12-2025,Telangana,Nalgonda,508256,3,1,0
31-12-2025,Telangana,Nalgonda,508286,1,0,0
31-12-2025,Telangana,Narayanpet,509371,1,0,0
31-12-2025,Telangana,Nizamabad,503002,3,0,0
31-12-2025,Telangana,Nizamabad,503120,2,0,0
31-12-2025,Telangana,Nizamabad,503202,1,1,0
31-12-2025,Telangana,Nizamabad,503206,1,1,0
31-12-2025,Telangana,Nizamabad,503212,3,0,0
31-12-2025,Telangana,Nizamabad,503219,0,1,0
31-12-2025,Telangana,Nizamabad,503225,1,0,0
31-12-2025,Telangana,Nizamabad,503230,1,1,0
31-12-2025,Telangana,Nizamabad,503302,3,1,0
31-12-2025,Telangana,Nizamabad,503307,2,2,0
31-12-2025,Telangana,Nizamabad,503311,4,1,0
31-12-2025,Telangana,Peddapalli,505153,0,1,0
31-12-2025,Telangana,Rajanna Sircilla,505301,3,0,0
31-12-2025,Telangana,Rajanna Sircilla,505307,1,0,0
31-12-2025,Telangana,Rajanna Sircilla,505402,1,0,0
31-12-2025,Telangana,Rajanna Sircilla,505403,2,0,0
31-12-2025,Telangana,Rajanna Sircilla,505404,4,1,0
31-12-2025,Telangana,Sangareddy,502221,0,1,0
31-12-2025,Telangana,Sangareddy,502285,1,0,0
31-12-2025,Telangana,Sangareddy,502318,0,1,0
31-12-2025,Telangana,Siddipet,502102,3,0,0
31-12-2025,Telangana,Siddipet,502276,1,0,0
31-12-2025,Telangana,Siddipet,502281,2,0,0
31-12-2025,Telangana,Siddipet,505466,1,0,0
31-12-2025,Telangana,Siddipet,506223,4,0,0
31-12-2025,Telangana,Suryapet,508201,1,0,0
31-12-2025,Telangana,Suryapet,508204,4,1,0
31-12-2025,Telangana,Suryapet,508212,1,0,0
31-12-2025,Telangana,Vikarabad,501142,1,3,0
31-12-2025,Telangana,Vikarabad,501203,0,1,0
31-12-2025,Telangana,Vikarabad,501501,3,1,0
31-12-2025,Telangana,Vikarabad,509338,1,0,0
31-12-2025,Telangana,Warangal,506101,3,2,0
31-12-2025,Telangana,Warangal,506252,1,0,0
31-12-2025,Telangana,Warangal,506315,1,0,0
31-12-2025,Telangana,Warangal,506356,1,0,0
31-12-2025,Telangana,Warangal,506365,1,1,0
31-12-2025,Telangana,Warangal Rural,506314,1,1,0
31-12-2025,Telangana,Warangal Urban,506001,1,0,0
31-12-2025,Telangana,Yadadri.,508111,3,0,0
31-12-2025,Telangana,Yadadri.,508277,2,1,0
31-12-2025,Telangana,Yadadri.,508284,1,0,0
31-12-2025,Tripura,Dhalai,799286,2,2,0
31-12-2025,Tripura,Gomati,799104,1,1,0
31-12-2025,Tripura,Gomati,799114,4,4,0
31-12-2025,Tripura,Khowai,799203,0,1,0
31-12-2025,Tripura,Khowai,799205,0,4,0
31-12-2025,Tripura,North Tripura,799260,0,3,0
31-12-2025,Tripura,South Tripura,799156,0,1,0
31-12-2025,Tripura,Unakoti,799264,0,7,0
31-12-2025,Tripura,Unakoti,799279,1,1,0
31-12-2025,Tripura,Unakoti,799280,2,0,1
31-12-2025,Tripura,Unakoti,799281,1,0,0
31-12-2025,Tripura,Unakoti,799290,1,2,0
31-12-2025,Tripura,West Tripura,799003,1,1,0
31-12-2025,Tripura,West Tripura,799004,0,4,0
31-12-2025,Tripura,West Tripura,799008,0,2,0
31-12-2025,Tripura,West Tripura,799115,1,1,0
31-12-2025,Tripura,West Tripura,799201,1,3,0
31-12-2025,Tripura,West Tripura,799205,0,2,0
31-12-2025,Tripura,West Tripura,799210,0,2,0
31-12-2025,Tripura,West Tripura,799212,0,1,0
31-12-2025,Uttar Pradesh,Agra,283104,10,12,0
31-12-2025,Uttar Pradesh,Agra,283124,5,6,0
31-12-2025,Uttar Pradesh,Agra,283125,30,26,0
31-12-2025,Uttar Pradesh,Aligarh,202121,8,6,1
31-12-2025,Uttar Pradesh,Aligarh,202125,16,6,1
31-12-2025,Uttar Pradesh,Aligarh,202126,6,5,0
31-12-2025,Uttar Pradesh,Aligarh,202133,8,12,1
31-12-2025,Uttar Pradesh,Aligarh,202134,1,8,0
31-12-2025,Uttar Pradesh,Aligarh,202138,2,8,0
31-12-2025,Uttar Pradesh,Aligarh,202140,2,4,0
31-12-2025,Uttar Pradesh,Aligarh,202143,1,1,0
31-12-2025,Uttar Pradesh,Aligarh,202145,1,1,0
31-12-2025,Uttar Pradesh,Aligarh,202150,5,0,0
31-12-2025,Uttar Pradesh,Aligarh,204101,1,0,0
31-12-2025,Uttar Pradesh,Allahabad,211013,3,6,0
31-12-2025,Uttar Pradesh,Allahabad,212107,8,7,0
31-12-2025,Uttar Pradesh,Allahabad,212108,5,5,0
31-12-2025,Uttar Pradesh,Allahabad,212303,15,7,0
31-12-2025,Uttar Pradesh,Allahabad,228411,3,1,0
31-12-2025,Uttar Pradesh,Ambedkar Nagar,224143,4,6,0
31-12-2025,Uttar Pradesh,Ambedkar Nagar,224145,9,6,0
31-12-2025,Uttar Pradesh,Ambedkar Nagar,224155,0,5,0
31-12-2025,Uttar Pradesh,Ambedkar Nagar,224168,8,4,0
31-12-2025,Uttar Pradesh,Amethi,227405,6,6,0
31-12-2025,Uttar Pradesh,Amethi,227408,1,4,0
31-12-2025,Uttar Pradesh,Amethi,227412,0,8,0
31-12-2025,Uttar Pradesh,Amethi,227801,9,11,0
31-12-2025,Uttar Pradesh,Amethi,227817,1,4,0
31-12-2025,Uttar Pradesh,Amethi,228159,5,9,0
31-12-2025,Uttar Pradesh,Amethi,229304,4,5,0
31-12-2025,Uttar Pradesh,Amethi,229801,0,3,0
31-12-2025,Uttar Pradesh,Amethi,229802,3,1,0
31-12-2025,Uttar Pradesh,Amroha,244102,2,4,1
31-12-2025,Uttar Pradesh,Amroha,244241,55,26,0
31-12-2025,Uttar Pradesh,Ayodhya,224234,1,0,0
31-12-2025,Uttar Pradesh,Azamgarh,276001,10,26,0
31-12-2025,Uttar Pradesh,Azamgarh,276121,7,10,0
31-12-2025,Uttar Pradesh,Azamgarh,276122,0,10,0
31-12-2025,Uttar Pradesh,Azamgarh,276126,0,9,0
31-12-2025,Uttar Pradesh,Azamgarh,276137,0,8,0
31-12-2025,Uttar Pradesh,Azamgarh,276138,1,10,0
31-12-2025,Uttar Pradesh,Azamgarh,276201,4,9,1
31-12-2025,Uttar Pradesh,Azamgarh,276304,2,14,2
31-12-2025,Uttar Pradesh,Azamgarh,276404,8,22,0
31-12-2025,Uttar Pradesh,Baghpat,250101,2,21,0
31-12-2025,Uttar Pradesh,Baghpat,250602,0,1,0
31-12-2025,Uttar Pradesh,Baghpat,250611,25,25,0
31-12-2025,Uttar Pradesh,Baghpat,250621,1,1,0
31-12-2025,Uttar Pradesh,Baghpat,250626,9,5,0
31-12-2025,Uttar Pradesh,Bahraich,271851,11,18,1
31-12-2025,Uttar Pradesh,Bahraich,271870,2,10,2
31-12-2025,Uttar Pradesh,Bahraich,271901,10,11,1
31-12-2025,Uttar Pradesh,Bahraich,271903,27,49,3
31-12-2025,Uttar Pradesh,Bahraich,271904,5,15,0
31-12-2025,Uttar Pradesh,Ballia,221715,5,18,0
31-12-2025,Uttar Pradesh,Ballia,221716,1,3,0
31-12-2025,Uttar Pradesh,Ballia,221717,2,14,0
31-12-2025,Uttar Pradesh,Ballia,221718,1,4,0
31-12-2025,Uttar Pradesh,Ballia,277204,2,7,0
31-12-2025,Uttar Pradesh,Ballia,277216,0,7,0
31-12-2025,Uttar Pradesh,Ballia,277301,1,1,0
31-12-2025,Uttar Pradesh,Ballia,277403,1,3,0
31-12-2025,Uttar Pradesh,Ballia,277504,1,2,0
31-12-2025,Uttar Pradesh,Balrampur,271205,8,24,1
31-12-2025,Uttar Pradesh,Balrampur,271210,6,30,0
31-12-2025,Uttar Pradesh,Balrampur,271604,9,45,3
31-12-2025,Uttar Pradesh,Balrampur,271861,11,10,0
31-12-2025,Uttar Pradesh,Banda,210121,13,12,0
31-12-2025,Uttar Pradesh,Banda,210202,4,6,1
31-12-2025,Uttar Pradesh,Bara Banki,225119,4,2,0
31-12-2025,Uttar Pradesh,Bara Banki,225124,1,0,0
31-12-2025,Uttar Pradesh,Bara Banki,225202,1,2,0
31-12-2025,Uttar Pradesh,Bara Banki,225302,3,5,0
31-12-2025,Uttar Pradesh,Bara Banki,225403,13,5,0
31-12-2025,Uttar Pradesh,Bara Banki,225404,3,1,0
31-12-2025,Uttar Pradesh,Bara Banki,227301,6,6,1
31-12-2025,Uttar Pradesh,Barabanki,225414,1,0,0
31-12-2025,Uttar Pradesh,Bareilly,243005,5,12,1
31-12-2025,Uttar Pradesh,Bareilly,243122,14,18,0
31-12-2025,Uttar Pradesh,Bareilly,243202,19,11,1
31-12-2025,Uttar Pradesh,Bareilly,243505,59,26,2
31-12-2025,Uttar Pradesh,Basti,271305,1,0,0
31-12-2025,Uttar Pradesh,Basti,272001,7,13,0
31-12-2025,Uttar Pradesh,Basti,272124,4,12,0
31-12-2025,Uttar Pradesh,Basti,272127,3,12,0
31-12-2025,Uttar Pradesh,Basti,272151,3,14,1
31-12-2025,Uttar Pradesh,Basti,272155,14,27,1
31-12-2025,Uttar Pradesh,Basti,272182,2,6,0
31-12-2025,Uttar Pradesh,Basti,272194,1,21,1
31-12-2025,Uttar Pradesh,Basti,272271,0,1,0
31-12-2025,Uttar Pradesh,Bhadohi,221406,1,0,0
31-12-2025,Uttar Pradesh,Bijnor,246722,26,4,1
31-12-2025,Uttar Pradesh,Bijnor,246723,4,2,0
31-12-2025,Uttar Pradesh,Bijnor,246733,16,6,0
31-12-2025,Uttar Pradesh,Bijnor,246734,18,17,0
31-12-2025,Uttar Pradesh,Bijnor,246765,0,2,0
31-12-2025,Uttar Pradesh,Budaun,243630,8,5,0
31-12-2025,Uttar Pradesh,Budaun,243634,8,5,0
31-12-2025,Uttar Pradesh,Budaun,243636,3,3,0
31-12-2025,Uttar Pradesh,Bulandshahr,202392,1,9,0
31-12-2025,Uttar Pradesh,Bulandshahr,202394,25,33,1
31-12-2025,Uttar Pradesh,Bulandshahr,202398,9,17,0
31-12-2025,Uttar Pradesh,Bulandshahr,203397,1,0,0
31-12-2025,Uttar Pradesh,Bulandshahr,203408,2,0,0
31-12-2025,Uttar Pradesh,Bulandshahr,245407,2,1,0
31-12-2025,Uttar Pradesh,Bulandshahr,245408,16,23,0
31-12-2025,Uttar Pradesh,Bulandshahr,245412,6,14,0
31-12-2025,Uttar Pradesh,Chandauli,221008,4,3,0
31-12-2025,Uttar Pradesh,Chandauli,221110,2,1,0
31-12-2025,Uttar Pradesh,Chandauli,232104,14,17,0
31-12-2025,Uttar Pradesh,Chandauli,232106,14,19,1
31-12-2025,Uttar Pradesh,Chandauli,232108,1,7,0
31-12-2025,Uttar Pradesh,Deoria,274202,1,19,0
31-12-2025,Uttar Pradesh,Deoria,274206,2,2,0
31-12-2025,Uttar Pradesh,Deoria,274501,5,6,0
31-12-2025,Uttar Pradesh,Deoria,274502,1,3,0
31-12-2025,Uttar Pradesh,Deoria,274506,2,3,0
31-12-2025,Uttar Pradesh,Deoria,274508,0,1,0
31-12-2025,Uttar Pradesh,Deoria,274702,5,12,1
31-12-2025,Uttar Pradesh,Deoria,274704,1,1,0
31-12-2025,Uttar Pradesh,Etah,207001,30,43,5
31-12-2025,Uttar Pradesh,Etah,207250,3,4,0
31-12-2025,Uttar Pradesh,Etah,207301,8,12,3
31-12-2025,Uttar Pradesh,Etawah,206002,5,7,0
31-12-2025,Uttar Pradesh,Faizabad,224195,0,5,0
31-12-2025,Uttar Pradesh,Faizabad,224203,2,2,0
31-12-2025,Uttar Pradesh,Faizabad,224229,1,6,0
31-12-2025,Uttar Pradesh,Faizabad,225402,11,5,1
31-12-2025,Uttar Pradesh,Faizabad,225406,0,5,0
31-12-2025,Uttar Pradesh,Farrukhabad,207501,7,13,0
31-12-2025,Uttar Pradesh,Farrukhabad,209502,2,5,0
31-12-2025,Uttar Pradesh,Fatehpur,212651,2,7,0
31-12-2025,Uttar Pradesh,Fatehpur,212652,16,8,0
31-12-2025,Uttar Pradesh,Fatehpur,212654,3,3,0
31-12-2025,Uttar Pradesh,Fatehpur,212665,6,2,1
31-12-2025,Uttar Pradesh,Fatehpur,216221,11,13,0
31-12-2025,Uttar Pradesh,Firozabad,205152,9,7,1
31-12-2025,Uttar Pradesh,Firozabad,283141,0,1,0
31-12-2025,Uttar Pradesh,Firozabad,283204,28,25,1
31-12-2025,Uttar Pradesh,Firozabad,283206,3,1,1
31-12-2025,Uttar Pradesh,Gautam Buddha Nagar,201303,1,4,0
31-12-2025,Uttar Pradesh,Ghaziabad,201015,1,1,0
31-12-2025,Uttar Pradesh,Ghaziabad,201016,1,2,0
31-12-2025,Uttar Pradesh,Ghaziabad,201309,3,4,0
31-12-2025,Uttar Pradesh,Ghazipur,232330,2,5,0
31-12-2025,Uttar Pradesh,Ghazipur,232339,0,1,0
31-12-2025,Uttar Pradesh,Ghazipur,233224,1,2,0
31-12-2025,Uttar Pradesh,Ghazipur,233226,3,12,1
31-12-2025,Uttar Pradesh,Ghazipur,233228,2,7,0
31-12-2025,Uttar Pradesh,Ghazipur,233229,1,4,0
31-12-2025,Uttar Pradesh,Ghazipur,233307,4,1,0
31-12-2025,Uttar Pradesh,Gonda,271124,2,6,0
31-12-2025,Uttar Pradesh,Gonda,271126,1,3,0
31-12-2025,Uttar Pradesh,Gonda,271202,2,6,0
31-12-2025,Uttar Pradesh,Gonda,271204,6,8,1
31-12-2025,Uttar Pradesh,Gonda,271301,4,5,1
31-12-2025,Uttar Pradesh,Gonda,271302,12,16,1
31-12-2025,Uttar Pradesh,Gonda,271305,5,11,0
31-12-2025,Uttar Pradesh,Gonda,271311,7,8,0
31-12-2025,Uttar Pradesh,Gonda,271403,3,8,1
31-12-2025,Uttar Pradesh,Gorakhpur,273005,0,8,0
31-12-2025,Uttar Pradesh,Gorakhpur,273158,8,23,0
31-12-2025,Uttar Pradesh,Gorakhpur,273201,2,10,0
31-12-2025,Uttar Pradesh,Gorakhpur,273209,3,17,0
31-12-2025,Uttar Pradesh,Gorakhpur,273211,2,5,0
31-12-2025,Uttar Pradesh,Gorakhpur,273405,1,5,0
31-12-2025,Uttar Pradesh,Gorakhpur,273408,1,12,0
31-12-2025,Uttar Pradesh,Gorakhpur,273412,4,8,0
31-12-2025,Uttar Pradesh,Gorakhpur,273413,4,12,0
31-12-2025,Uttar Pradesh,Hamirpur,210422,1,2,0
31-12-2025,Uttar Pradesh,Hapur,245201,1,0,0
31-12-2025,Uttar Pradesh,Hardoi,241303,9,24,0
31-12-2025,Uttar Pradesh,Hardoi,241405,7,12,1
31-12-2025,Uttar Pradesh,Hathras,202170,1,0,0
31-12-2025,Uttar Pradesh,Hathras,204101,41,34,1
31-12-2025,Uttar Pradesh,Hathras,204102,14,2,0
31-12-2025,Uttar Pradesh,Hathras,204211,5,3,0
31-12-2025,Uttar Pradesh,Hathras,281306,13,12,0
31-12-2025,Uttar Pradesh,Hathras,281308,4,1,0
31-12-2025,Uttar Pradesh,Jalaun,285201,1,4,0
31-12-2025,Uttar Pradesh,Jalaun,285205,5,7,0
31-12-2025,Uttar Pradesh,Jaunpur,222002,2,6,0
31-12-2025,Uttar Pradesh,Jaunpur,222107,0,1,0
31-12-2025,Uttar Pradesh,Jaunpur,222129,4,11,0
31-12-2025,Uttar Pradesh,Jaunpur,222132,4,8,0
31-12-2025,Uttar Pradesh,Jaunpur,222144,0,5,0
31-12-2025,Uttar Pradesh,Jaunpur,222145,0,8,0
31-12-2025,Uttar Pradesh,Jaunpur,222149,0,2,0
31-12-2025,Uttar Pradesh,Jaunpur,222170,2,7,0
31-12-2025,Uttar Pradesh,Jaunpur,222181,4,7,0
31-12-2025,Uttar Pradesh,Jaunpur,223104,1,9,0
31-12-2025,Uttar Pradesh,Jhansi,284001,3,6,0
31-12-2025,Uttar Pradesh,Jhansi,284135,1,2,1
31-12-2025,Uttar Pradesh,Jhansi,284202,21,14,0
31-12-2025,Uttar Pradesh,Jhansi,284203,4,2,1
31-12-2025,Uttar Pradesh,Jhansi,284204,19,15,1
31-12-2025,Uttar Pradesh,Jhansi,284301,3,8,1
31-12-2025,Uttar Pradesh,Jhansi,284305,1,1,1
31-12-2025,Uttar Pradesh,Jyotiba Phule Nagar,244102,0,1,0
31-12-2025,Uttar Pradesh,Kannauj,209722,7,6,1
31-12-2025,Uttar Pradesh,Kannauj,209727,5,12,0
31-12-2025,Uttar Pradesh,Kannauj,209729,5,6,0
31-12-2025,Uttar Pradesh,Kannauj,209731,3,10,0
31-12-2025,Uttar Pradesh,Kannauj,209738,2,8,0
31-12-2025,Uttar Pradesh,Kanpur Dehat,208001,5,12,0
31-12-2025,Uttar Pradesh,Kanpur Dehat,209112,2,8,0
31-12-2025,Uttar Pradesh,Kanpur Dehat,209204,4,8,0
31-12-2025,Uttar Pradesh,Kanpur Dehat,209307,5,5,0
31-12-2025,Uttar Pradesh,Kanpur Dehat,209312,2,5,0
31-12-2025,Uttar Pradesh,Kanpur Nagar,208007,0,12,1
31-12-2025,Uttar Pradesh,Kanpur Nagar,208012,1,16,1
31-12-2025,Uttar Pradesh,Kanpur Nagar,208014,2,13,0
31-12-2025,Uttar Pradesh,Kanpur Nagar,208020,3,8,0
31-12-2025,Uttar Pradesh,Kanpur Nagar,209203,4,7,0
31-12-2025,Uttar Pradesh,Kasganj,207246,5,10,0
31-12-2025,Uttar Pradesh,Kaushambi,212207,13,6,0
31-12-2025,Uttar Pradesh,Kaushambi,212218,4,7,0
31-12-2025,Uttar Pradesh,Kheri,261505,15,14,0
31-12-2025,Uttar Pradesh,Kheri,262721,4,5,0
31-12-2025,Uttar Pradesh,Kheri,262722,11,15,2
31-12-2025,Uttar Pradesh,Kheri,262728,1,8,1
31-12-2025,Uttar Pradesh,Kheri,262803,1,1,1
31-12-2025,Uttar Pradesh,Kheri,262804,27,30,2
31-12-2025,Uttar Pradesh,Kheri,262904,3,2,0
31-12-2025,Uttar Pradesh,Kheri,262907,4,8,1
31-12-2025,Uttar Pradesh,Kushinagar,274149,4,28,0
31-12-2025,Uttar Pradesh,Kushinagar,274203,3,11,0
31-12-2025,Uttar Pradesh,Kushinagar,274207,2,5,0
31-12-2025,Uttar Pradesh,Kushinagar,274301,6,23,0
31-12-2025,Uttar Pradesh,Kushinagar,274401,16,19,1
31-12-2025,Uttar Pradesh,Kushinagar,274403,0,2,0
31-12-2025,Uttar Pradesh,Kushinagar,274408,1,0,0
31-12-2025,Uttar Pradesh,Kushinagar,274409,2,16,0
31-12-2025,Uttar Pradesh,Kushinagar,274801,1,4,0
31-12-2025,Uttar Pradesh,Lalitpur,284124,9,4,0
31-12-2025,Uttar Pradesh,Lalitpur,284126,30,1,0
31-12-2025,Uttar Pradesh,Lalitpur,284402,6,6,0
31-12-2025,Uttar Pradesh,Lalitpur,284403,35,20,0
31-12-2025,Uttar Pradesh,Lucknow,226006,1,3,0
31-12-2025,Uttar Pradesh,Lucknow,226008,3,14,0
31-12-2025,Uttar Pradesh,Lucknow,226011,2,6,0
31-12-2025,Uttar Pradesh,Lucknow,226016,6,34,0
31-12-2025,Uttar Pradesh,Lucknow,226020,5,19,3
