date,state,district,pincode,demo_age_5_17,demo_age_17_
27-11-2025,Andhra Pradesh,Tirupati,524403,0,1
27-11-2025,Andhra Pradesh,Tirupati,524404,0,5
27-11-2025,Andhra Pradesh,Tirupati,524406,0,1
27-11-2025,Andhra Pradesh,Visakhapatnam,530012,3,14
27-11-2025,Andhra Pradesh,Visakhapatnam,530022,1,6
27-11-2025,Andhra Pradesh,Visakhapatnam,530040,5,20
27-11-2025,Andhra Pradesh,Visakhapatnam,530044,8,24
27-11-2025,Andhra Pradesh,Visakhapatnam,530049,0,2
27-11-2025,Andhra Pradesh,Visakhapatnam,530052,0,13
27-11-2025,Andhra Pradesh,Visakhapatnam,531002,0,2
27-11-2025,Andhra Pradesh,Visakhapatnam,531024,1,8
27-11-2025,Andhra Pradesh,Visakhapatnam,531025,1,6
27-11-2025,Andhra Pradesh,Visakhapatnam,531032,3,10
27-11-2025,Andhra Pradesh,Visakhapatnam,531036,4,31
27-11-2025,Andhra Pradesh,Visakhapatnam,531081,2,21
27-11-2025,Andhra Pradesh,Visakhapatnam,531115,8,25
27-11-2025,Andhra Pradesh,Visakhapatnam,531151,6,18
27-11-2025,Andhra Pradesh,Visakhapatnam,531173,3,37
27-11-2025,Andhra Pradesh,Visakhapatnam,535273,0,2
27-11-2025,Andhra Pradesh,Vizianagaram,531162,2,6
27-11-2025,Andhra Pradesh,Vizianagaram,535001,1,12
27-11-2025,Andhra Pradesh,Vizianagaram,535101,5,8
27-11-2025,Andhra Pradesh,Vizianagaram,535126,4,4
27-11-2025,Andhra Pradesh,Vizianagaram,535160,0,9
27-11-2025,Andhra Pradesh,Vizianagaram,535161,2,3
27-11-2025,Andhra Pradesh,Vizianagaram,535183,4,21
27-11-2025,Andhra Pradesh,Vizianagaram,535218,5,23
27-11-2025,Andhra Pradesh,Vizianagaram,535280,0,3
27-11-2025,Andhra Pradesh,Vizianagaram,535521,1,11
27-11-2025,Andhra Pradesh,Vizianagaram,535522,2,7
27-11-2025,Andhra Pradesh,Vizianagaram,535527,4,8
27-11-2025,Andhra Pradesh,Vizianagaram,535546,2,7
27-11-2025,Andhra Pradesh,Vizianagaram,535573,4,6
27-11-2025,Andhra Pradesh,Warangal,506122,0,5
27-11-2025,Andhra Pradesh,Warangal,506142,1,2
27-11-2025,Andhra Pradesh,Warangal,506143,1,9
27-11-2025,Andhra Pradesh,Warangal,506145,1,0
27-11-2025,Andhra Pradesh,Warangal,506165,2,10
27-11-2025,Andhra Pradesh,Warangal,506348,0,7
27-11-2025,Andhra Pradesh,Warangal,506370,0,2
27-11-2025,Andhra Pradesh,Warangal,506391,1,1
27-11-2025,Andhra Pradesh,West Godavari,534003,1,4
27-11-2025,Andhra Pradesh,West Godavari,534007,0,2
27-11-2025,Andhra Pradesh,West Godavari,534102,1,6
27-11-2025,Andhra Pradesh,West Godavari,534146,1,12
27-11-2025,Andhra Pradesh,West Godavari,534166,0,8
27-11-2025,Andhra Pradesh,West Godavari,534198,0,10
27-11-2025,Andhra Pradesh,West Godavari,534204,1,5
27-11-2025,Andhra Pradesh,West Godavari,534206,0,6
27-11-2025,Andhra Pradesh,West Godavari,534215,0,1
27-11-2025,Andhra Pradesh,West Godavari,534217,0,6
27-11-2025,Andhra Pradesh,West Godavari,534225,0,6
27-11-2025,Andhra Pradesh,West Godavari,534230,1,2
27-11-2025,Andhra Pradesh,West Godavari,534236,0,4
27-11-2025,Andhra Pradesh,West Godavari,534238,1,3
27-11-2025,Andhra Pradesh,West Godavari,534244,2,7
27-11-2025,Andhra Pradesh,West Godavari,534265,0,3
27-11-2025,Andhra Pradesh,West Godavari,534275,8,40
27-11-2025,Andhra Pradesh,West Godavari,534281,4,29
27-11-2025,Andhra Pradesh,West Godavari,534316,2,17
27-11-2025,Andhra Pradesh,West Godavari,534329,1,13
27-11-2025,Andhra Pradesh,West Godavari,534330,1,8
27-11-2025,Andhra Pradesh,West Godavari,534331,0,6
27-11-2025,Andhra Pradesh,West Godavari,534341,0,14
27-11-2025,Andhra Pradesh,West Godavari,534342,0,6
27-11-2025,Andhra Pradesh,West Godavari,534401,3,4
27-11-2025,Andhra Pradesh,West Godavari,534449,0,7
27-11-2025,Andhra Pradesh,West Godavari,534452,2,17
27-11-2025,Andhra Pradesh,West Godavari,534460,2,15
27-11-2025,Andhra Pradesh,Y. S. R,516001,5,17
27-11-2025,Andhra Pradesh,Y. S. R,516172,1,6
27-11-2025,Andhra Pradesh,Y. S. R,516228,0,1
27-11-2025,Andhra Pradesh,Y. S. R,516259,0,1
27-11-2025,Andhra Pradesh,Y. S. R,516321,0,1
27-11-2025,Andhra Pradesh,Y. S. R,516329,0,5
27-11-2025,Andhra Pradesh,Y. S. R,516359,0,3
27-11-2025,Andhra Pradesh,Y. S. R,516360,6,21
27-11-2025,Andhra Pradesh,Y. S. R,516390,1,7
27-11-2025,Andhra Pradesh,Y. S. R,516396,0,1
27-11-2025,Andhra Pradesh,Y. S. R,516433,0,1
27-11-2025,Andhra Pradesh,Y. S. R,516474,0,1
27-11-2025,Arunachal Pradesh,East Kameng,790102,2,10
27-11-2025,Arunachal Pradesh,Lohit,792111,0,1
27-11-2025,Arunachal Pradesh,Lower Dibang Valley,792110,2,7
27-11-2025,Arunachal Pradesh,Papum Pare,791113,1,6
27-11-2025,Arunachal Pradesh,Siang,791001,0,5
27-11-2025,Arunachal Pradesh,Tawang,790105,0,2
27-11-2025,Arunachal Pradesh,Upper Siang,791002,3,7
27-11-2025,Arunachal Pradesh,West Kameng,790002,1,6
27-11-2025,Arunachal Pradesh,West Kameng,790102,0,1
27-11-2025,Arunachal Pradesh,West Kameng,790116,0,3
27-11-2025,Assam,Bajali,781325,0,2
27-11-2025,Assam,Baksa,781330,1,7
27-11-2025,Assam,Baksa,781367,0,11
27-11-2025,Assam,Barpeta,781302,2,12
27-11-2025,Assam,Barpeta,781309,8,62
27-11-2025,Assam,Barpeta,781312,1,7
27-11-2025,Assam,Barpeta,781329,1,3
27-11-2025,Assam,Barpeta,781352,4,60
27-11-2025,Assam,Biswanath,784178,0,3
27-11-2025,Assam,Biswanath,784184,0,2
27-11-2025,Assam,Bongaigaon,783384,4,54
27-11-2025,Assam,Cachar,788009,2,13
27-11-2025,Assam,Cachar,788014,1,3
27-11-2025,Assam,Cachar,788015,0,5
27-11-2025,Assam,Cachar,788099,0,9
27-11-2025,Assam,Cachar,788104,1,16
27-11-2025,Assam,Cachar,788110,1,5
27-11-2025,Assam,Cachar,788113,2,22
27-11-2025,Assam,Cachar,788115,0,6
27-11-2025,Assam,Cachar,788804,0,4
27-11-2025,Assam,Cachar,788817,1,20
27-11-2025,Assam,Charaideo,785690,2,13
27-11-2025,Assam,Chirang,783381,0,8
27-11-2025,Assam,Chirang,783391,0,17
27-11-2025,Assam,Darrang,784115,6,27
27-11-2025,Assam,Darrang,784145,3,36
27-11-2025,Assam,Darrang,784146,7,17
27-11-2025,Assam,Dhemaji,787034,0,13
27-11-2025,Assam,Dhemaji,787060,1,28
27-11-2025,Assam,Dhubri,783131,1,38
27-11-2025,Assam,Dhubri,783325,3,14
27-11-2025,Assam,Dhubri,783331,1,50
27-11-2025,Assam,Dhubri,783332,1,3
27-11-2025,Assam,Dhubri,783349,5,55
27-11-2025,Assam,Dhubri,783376,2,5
27-11-2025,Assam,Dibrugarh,786003,0,8
27-11-2025,Assam,Dibrugarh,786101,2,12
27-11-2025,Assam,Dibrugarh,786191,0,8
27-11-2025,Assam,Dibrugarh,786612,0,9
27-11-2025,Assam,Dibrugarh,786614,0,7
27-11-2025,Assam,Dima Hasao,788819,0,1
27-11-2025,Assam,Goalpara,783120,1,28
27-11-2025,Assam,Goalpara,783126,1,22
27-11-2025,Assam,Goalpara,783130,0,6
27-11-2025,Assam,Golaghat,785615,1,10
27-11-2025,Assam,Golaghat,785619,0,31
27-11-2025,Assam,Golaghat,785622,1,7
27-11-2025,Assam,Golaghat,785703,0,2
27-11-2025,Assam,Hailakandi,788162,4,47
27-11-2025,Assam,Hojai,782442,2,11
27-11-2025,Assam,Hojai,782481,0,4
27-11-2025,Assam,Jorhat,785001,1,24
27-11-2025,Assam,Jorhat,785004,0,2
27-11-2025,Assam,Jorhat,785010,2,10
27-11-2025,Assam,Jorhat,785014,0,6
27-11-2025,Assam,Jorhat,785630,3,23
27-11-2025,Assam,Jorhat,785634,0,18
27-11-2025,Assam,Jorhat,785703,0,4
27-11-2025,Assam,Kamrup,781103,0,8
27-11-2025,Assam,Kamrup,781123,1,19
27-11-2025,Assam,Kamrup,781128,0,1
27-11-2025,Assam,Kamrup,781135,0,13
27-11-2025,Assam,Kamrup,781136,5,67
27-11-2025,Assam,Kamrup,781141,1,25
27-11-2025,Assam,Kamrup,781382,0,6
27-11-2025,Assam,Kamrup Metro,781003,0,4
27-11-2025,Assam,Kamrup Metro,781004,0,2
27-11-2025,Assam,Kamrup Metro,781009,0,11
27-11-2025,Assam,Kamrup Metro,781024,0,2
27-11-2025,Assam,Kamrup Metro,781027,1,2
27-11-2025,Assam,Kamrup Metro,781029,0,14
27-11-2025,Assam,Kamrup Metro,781036,3,6
27-11-2025,Assam,Kamrup Metro,781150,1,9
27-11-2025,Assam,Karbi Anglong,782136,0,1
27-11-2025,Assam,Karbi Anglong,782410,0,4
27-11-2025,Assam,Karbi Anglong,782448,2,32
27-11-2025,Assam,Karbi Anglong,782481,0,10
27-11-2025,Assam,Karbi Anglong,782490,0,1
27-11-2025,Assam,Karimganj,788709,7,58
27-11-2025,Assam,Karimganj,788712,1,38
27-11-2025,Assam,Karimganj,788719,7,13
27-11-2025,Assam,Karimganj,788728,4,38
27-11-2025,Assam,Karimganj,788733,1,5
27-11-2025,Assam,Karimganj,788736,1,10
27-11-2025,Assam,Karimganj,788781,6,20
27-11-2025,Assam,Kokrajhar,783350,2,20
27-11-2025,Assam,Kokrajhar,783370,3,34
27-11-2025,Assam,Lakhimpur,787058,0,9
27-11-2025,Assam,Majuli,785110,0,3
27-11-2025,Assam,Marigaon,782104,0,29
27-11-2025,Assam,Marigaon,782126,6,48
27-11-2025,Assam,Marigaon,782142,2,17
27-11-2025,Assam,Marigaon,782411,4,29
27-11-2025,Assam,Nagaon,782001,0,5
27-11-2025,Assam,Nagaon,782003,3,46
27-11-2025,Assam,Nagaon,782120,4,83
27-11-2025,Assam,Nagaon,782122,3,90
27-11-2025,Assam,Nagaon,782123,8,84
27-11-2025,Assam,Nagaon,782136,1,24
27-11-2025,Assam,Nagaon,782142,0,12
27-11-2025,Assam,Nalbari,781338,0,2
27-11-2025,Assam,Nalbari,781349,1,5
27-11-2025,Assam,Nalbari,781355,0,2
27-11-2025,Assam,Nalbari,781369,1,18
27-11-2025,Assam,Nalbari,781370,0,5
27-11-2025,Assam,North Cachar Hills,788832,1,0
27-11-2025,Assam,Sibsagar,785662,0,6
27-11-2025,Assam,Sibsagar,785680,2,5
27-11-2025,Assam,Sibsagar,785683,1,2
27-11-2025,Assam,Sonitpur,784027,1,21
27-11-2025,Assam,Sonitpur,784103,0,9
27-11-2025,Assam,Sonitpur,784104,0,3
27-11-2025,Assam,Sonitpur,784105,1,9
27-11-2025,Assam,Sonitpur,784111,0,12
27-11-2025,Assam,Sonitpur,784113,0,1
27-11-2025,Assam,Sonitpur,784175,1,9
27-11-2025,Assam,Sonitpur,784176,0,24
27-11-2025,Assam,Sonitpur,784178,0,2
27-11-2025,Assam,Sribhumi,788713,0,1
27-11-2025,Assam,Sribhumi,788722,0,3
27-11-2025,Assam,Sribhumi,788724,0,4
27-11-2025,Assam,Tinsukia,786146,0,5
27-11-2025,Assam,Tinsukia,786157,0,19
27-11-2025,Assam,Tinsukia,786158,1,7
27-11-2025,Assam,Tinsukia,786160,1,5
27-11-2025,Assam,Tinsukia,786601,0,15
27-11-2025,Assam,Udalguri,784149,0,1
27-11-2025,Assam,Udalguri,784190,1,1
27-11-2025,Assam,Udalguri,784514,1,7
27-11-2025,Assam,Udalguri,784523,3,12
27-11-2025,Assam,Udalguri,784526,3,17
27-11-2025,Bihar,Araria,854201,0,8
27-11-2025,Bihar,Araria,854332,0,24
27-11-2025,Bihar,Araria,854334,10,125
27-11-2025,Bihar,Araria,854336,3,19
27-11-2025,Bihar,Arwal,804419,4,52
27-11-2025,Bihar,Arwal,804421,2,34
27-11-2025,Bihar,Arwal,804426,2,26
27-11-2025,Bihar,Arwal,804428,4,69
27-11-2025,Bihar,Arwal,824127,2,12
27-11-2025,Bihar,Arwal,824235,0,2
27-11-2025,Bihar,Aurangabad,824101,2,32
27-11-2025,Bihar,Aurangabad,824113,3,17
27-11-2025,Bihar,Aurangabad,824121,3,29
27-11-2025,Bihar,Aurangabad,824122,1,29
27-11-2025,Bihar,Aurangabad,824130,0,9
27-11-2025,Bihar,Aurangabad,824202,5,106
27-11-2025,Bihar,Aurangabad,824205,0,2
27-11-2025,Bihar,Aurangabad(bh),824120,0,1
27-11-2025,Bihar,Banka,813101,6,121
27-11-2025,Bihar,Banka,813102,5,77
27-11-2025,Bihar,Banka,813105,6,43
27-11-2025,Bihar,Banka,813116,0,9
27-11-2025,Bihar,Banka,813121,0,3
27-11-2025,Bihar,Banka,813202,0,37
27-11-2025,Bihar,Banka,813207,1,37
27-11-2025,Bihar,Begusarai,848201,3,109
27-11-2025,Bihar,Begusarai,848202,8,66
27-11-2025,Bihar,Begusarai,851101,0,34
27-11-2025,Bihar,Begusarai,851117,1,15
27-11-2025,Bihar,Begusarai,851118,1,24
27-11-2025,Bihar,Begusarai,851127,4,79
27-11-2025,Bihar,Begusarai,851132,2,17
27-11-2025,Bihar,Begusarai,851135,1,12
27-11-2025,Bihar,Begusarai,851219,0,8
27-11-2025,Bihar,Bhagalpur,812004,5,57
27-11-2025,Bihar,Bhagalpur,812005,6,132
27-11-2025,Bihar,Bhagalpur,813201,0,3
27-11-2025,Bihar,Bhagalpur,813211,0,1
27-11-2025,Bihar,Bhagalpur,813222,6,59
27-11-2025,Bihar,Bhagalpur,813223,2,11
27-11-2025,Bihar,Bhagalpur,853202,7,96
27-11-2025,Bihar,Bhojpur,802134,0,3
27-11-2025,Bihar,Bhojpur,802155,3,28
27-11-2025,Bihar,Bhojpur,802203,6,60
27-11-2025,Bihar,Bhojpur,802205,1,8
27-11-2025,Bihar,Bhojpur,802206,1,19
27-11-2025,Bihar,Bhojpur,802237,0,1
27-11-2025,Bihar,Bhojpur,802316,2,19
27-11-2025,Bihar,Buxar,802117,4,37
27-11-2025,Bihar,Buxar,802120,2,23
27-11-2025,Bihar,Buxar,802123,3,58
27-11-2025,Bihar,Buxar,802130,1,19
27-11-2025,Bihar,Darbhanga,846002,1,28
27-11-2025,Bihar,Darbhanga,846004,4,73
27-11-2025,Bihar,Darbhanga,847104,4,29
27-11-2025,Bihar,Darbhanga,847115,1,30
27-11-2025,Bihar,Darbhanga,847201,8,104
26-11-2025,Punjab,Barnala,148025,0,2
26-11-2025,Punjab,Barnala,148101,3,17
26-11-2025,Punjab,Bathinda,151005,0,10
26-11-2025,Punjab,Bathinda,151106,0,7
26-11-2025,Punjab,Bathinda,151302,0,11
26-11-2025,Punjab,Fatehgarh Sahib,140102,0,2
26-11-2025,Punjab,Fatehgarh Sahib,147001,0,1
26-11-2025,Punjab,Fatehgarh Sahib,147104,0,3
26-11-2025,Punjab,Fazilka,152033,0,7
26-11-2025,Punjab,Fazilka,152117,0,5
26-11-2025,Punjab,Fazilka,152128,1,8
26-11-2025,Punjab,Ferozepur,142044,0,6
26-11-2025,Punjab,Ferozepur,152004,1,4
26-11-2025,Punjab,Ferozepur,152028,0,1
26-11-2025,Punjab,Firozpur,152001,0,4
26-11-2025,Punjab,Firozpur,152004,1,4
26-11-2025,Punjab,Firozpur,152022,0,7
26-11-2025,Punjab,Firozpur,152122,0,3
26-11-2025,Punjab,Firozpur,152123,0,13
26-11-2025,Punjab,Gurdaspur,143506,1,4
26-11-2025,Punjab,Gurdaspur,143514,1,12
26-11-2025,Punjab,Gurdaspur,143528,0,7
26-11-2025,Punjab,Gurdaspur,143534,0,3
26-11-2025,Punjab,Gurdaspur,143605,1,5
26-11-2025,Punjab,Gurdaspur,145023,0,10
26-11-2025,Punjab,Hoshiarpur,144105,0,4
26-11-2025,Punjab,Hoshiarpur,144207,0,9
26-11-2025,Punjab,Hoshiarpur,144210,0,1
26-11-2025,Punjab,Hoshiarpur,144404,0,1
26-11-2025,Punjab,Hoshiarpur,144520,1,2
26-11-2025,Punjab,Hoshiarpur,146101,0,3
26-11-2025,Punjab,Hoshiarpur,146105,0,2
26-11-2025,Punjab,Hoshiarpur,146111,0,4
26-11-2025,Punjab,Jalandhar,144004,1,12
26-11-2025,Punjab,Jalandhar,144013,0,3
26-11-2025,Punjab,Jalandhar,144021,2,12
26-11-2025,Punjab,Jalandhar,144026,0,4
26-11-2025,Punjab,Jalandhar,144030,0,3
26-11-2025,Punjab,Jalandhar,144037,0,1
26-11-2025,Punjab,Jalandhar,144041,1,10
26-11-2025,Punjab,Jalandhar,144103,0,1
26-11-2025,Punjab,Jalandhar,144106,0,1
26-11-2025,Punjab,Jalandhar,144622,0,3
26-11-2025,Punjab,Jalandhar,144702,1,3
26-11-2025,Punjab,Kapurthala,144620,0,12
26-11-2025,Punjab,Kapurthala,144626,0,15
26-11-2025,Punjab,Kapurthala,144632,0,3
26-11-2025,Punjab,Kapurthala,144802,0,2
26-11-2025,Punjab,Kapurthala,144804,0,12
26-11-2025,Punjab,Kapurthala,144819,0,3
26-11-2025,Punjab,Ludhiana,141001,2,52
26-11-2025,Punjab,Ludhiana,141007,4,63
26-11-2025,Punjab,Ludhiana,141014,1,18
26-11-2025,Punjab,Ludhiana,141102,0,1
26-11-2025,Punjab,Ludhiana,141112,0,1
26-11-2025,Punjab,Ludhiana,141118,0,5
26-11-2025,Punjab,Ludhiana,141121,0,6
26-11-2025,Punjab,Ludhiana,141125,0,1
26-11-2025,Punjab,Ludhiana,141413,0,1
26-11-2025,Punjab,Ludhiana,141419,0,1
26-11-2025,Punjab,Ludhiana,142024,0,2
26-11-2025,Punjab,Malerkotla,148022,0,6
26-11-2025,Punjab,Mansa,151505,1,23
26-11-2025,Punjab,Mansa,151507,1,15
26-11-2025,Punjab,Moga,142037,0,7
26-11-2025,Punjab,Moga,142039,1,5
26-11-2025,Punjab,Moga,142045,0,5
26-11-2025,Punjab,Muktsar,152022,0,2
26-11-2025,Punjab,Muktsar,152031,0,3
26-11-2025,Punjab,Muktsar,152107,0,7
26-11-2025,Punjab,Nawanshahr,144421,0,2
26-11-2025,Punjab,Nawanshahr,144503,0,1
26-11-2025,Punjab,Nawanshahr,144505,0,2
26-11-2025,Punjab,Nawanshahr,144506,0,1
26-11-2025,Punjab,Nawanshahr,144513,0,1
26-11-2025,Punjab,Nawanshahr,144517,0,2
26-11-2025,Punjab,Nawanshahr,144522,0,2
26-11-2025,Punjab,Nawanshahr,144526,0,1
26-11-2025,Punjab,Patiala,140401,0,28
26-11-2025,Punjab,Patiala,140702,0,6
26-11-2025,Punjab,Patiala,147002,0,9
26-11-2025,Punjab,Patiala,147102,0,21
26-11-2025,Punjab,Patiala,147105,1,28
26-11-2025,Punjab,Rupnagar,140101,0,9
26-11-2025,Punjab,Rupnagar,140113,0,1
26-11-2025,Punjab,Rupnagar,140116,0,1
26-11-2025,Punjab,Rupnagar,140117,0,9
26-11-2025,Punjab,Rupnagar,140119,0,7
26-11-2025,Punjab,S.A.S Nagar(Mohali),160071,0,2
26-11-2025,Punjab,SAS Nagar (Mohali),140401,0,2
26-11-2025,Punjab,SAS Nagar (Mohali),140601,0,8
26-11-2025,Punjab,SAS Nagar (Mohali),147506,0,1
26-11-2025,Punjab,Sangrur,148001,1,26
26-11-2025,Punjab,Sangrur,148018,0,2
26-11-2025,Punjab,Sangrur,148022,0,4
26-11-2025,Punjab,Sangrur,148028,1,17
26-11-2025,Punjab,Sangrur,148035,0,9
26-11-2025,Punjab,Shaheed Bhagat Singh Nagar,144501,0,1
26-11-2025,Punjab,Shaheed Bhagat Singh Nagar,144533,0,4
26-11-2025,Punjab,Sri Muktsar Sahib,151211,0,8
26-11-2025,Punjab,Sri Muktsar Sahib,152113,0,7
26-11-2025,Punjab,Tarn Taran,143105,0,4
26-11-2025,Punjab,Tarn Taran,143302,0,8
26-11-2025,Punjab,Tarn Taran,143304,0,6
26-11-2025,Punjab,Tarn Taran,143407,0,4
26-11-2025,Punjab,Tarn Taran,143412,0,3
26-11-2025,Punjab,Tarn Taran,143419,0,6
26-11-2025,Rajasthan,Ajmer,305021,0,1
26-11-2025,Rajasthan,Ajmer,305202,0,1
26-11-2025,Rajasthan,Ajmer,305402,0,10
26-11-2025,Rajasthan,Ajmer,305415,0,4
26-11-2025,Rajasthan,Ajmer,305624,1,26
26-11-2025,Rajasthan,Ajmer,305811,0,5
26-11-2025,Rajasthan,Ajmer,305812,1,2
26-11-2025,Rajasthan,Ajmer,305927,0,3
26-11-2025,Rajasthan,Alwar,301025,0,17
26-11-2025,Rajasthan,Alwar,301026,0,20
26-11-2025,Rajasthan,Alwar,301035,1,12
26-11-2025,Rajasthan,Alwar,301401,0,10
26-11-2025,Rajasthan,Alwar,301408,2,9
26-11-2025,Rajasthan,Alwar,301604,2,11
26-11-2025,Rajasthan,Alwar,301709,3,4
26-11-2025,Rajasthan,Alwar,301714,0,1
26-11-2025,Rajasthan,Alwar,321633,0,7
26-11-2025,Rajasthan,Balotra,344021,0,1
26-11-2025,Rajasthan,Banswara,327001,9,80
26-11-2025,Rajasthan,Banswara,327024,0,1
26-11-2025,Rajasthan,Baran,325223,0,3
26-11-2025,Rajasthan,Barmer,344001,1,22
26-11-2025,Rajasthan,Barmer,344021,0,10
26-11-2025,Rajasthan,Barmer,344032,3,14
26-11-2025,Rajasthan,Barmer,344034,0,2
26-11-2025,Rajasthan,Barmer,344703,1,4
26-11-2025,Rajasthan,Barmer,344706,1,17
26-11-2025,Rajasthan,Barmer,344801,2,12
26-11-2025,Rajasthan,Bharatpur,321203,5,32
26-11-2025,Rajasthan,Bharatpur,321406,1,3
26-11-2025,Rajasthan,Bharatpur,321407,0,2
26-11-2025,Rajasthan,Bharatpur,321601,1,9
26-11-2025,Rajasthan,Bharatpur,321642,0,1
26-11-2025,Rajasthan,Bhilwara,311021,0,5
26-11-2025,Rajasthan,Bhilwara,311023,0,4
26-11-2025,Rajasthan,Bikaner,334004,0,13
26-11-2025,Rajasthan,Bikaner,334021,1,5
26-11-2025,Rajasthan,Bikaner,334022,0,2
26-11-2025,Rajasthan,Bikaner,334801,2,11
26-11-2025,Rajasthan,Bundi,323001,5,35
26-11-2025,Rajasthan,Bundi,323024,0,19
26-11-2025,Rajasthan,Bundi,323602,1,13
26-11-2025,Rajasthan,Bundi,323616,2,5
26-11-2025,Rajasthan,Bundi,323801,2,10
26-11-2025,Rajasthan,Bundi,323803,0,10
26-11-2025,Rajasthan,Chittaurgarh,312604,0,1
26-11-2025,Rajasthan,Chittaurgarh,312613,0,1
26-11-2025,Rajasthan,Chittaurgarh,312901,0,2
26-11-2025,Rajasthan,Chittaurgarh,323305,0,1
26-11-2025,Rajasthan,Chittorgarh,312207,0,13
26-11-2025,Rajasthan,Chittorgarh,312602,0,3
26-11-2025,Rajasthan,Chittorgarh,312612,1,4
26-11-2025,Rajasthan,Churu,331302,0,3
26-11-2025,Rajasthan,Churu,331403,1,15
26-11-2025,Rajasthan,Churu,331518,1,7
26-11-2025,Rajasthan,Churu,331701,2,3
26-11-2025,Rajasthan,Churu,331802,0,8
26-11-2025,Rajasthan,Dausa,303004,2,4
26-11-2025,Rajasthan,Deeg ,321201,0,1
26-11-2025,Rajasthan,Dholpur,328025,3,12
26-11-2025,Rajasthan,Dholpur,328041,1,11
26-11-2025,Rajasthan,Didwana-Kuchaman,341302,0,1
26-11-2025,Rajasthan,Dungarpur,314025,1,11
26-11-2025,Rajasthan,Dungarpur,314030,1,24
26-11-2025,Rajasthan,Dungarpur,314038,0,8
26-11-2025,Rajasthan,Dungarpur,314403,2,10
26-11-2025,Rajasthan,Ganganagar,335023,0,3
26-11-2025,Rajasthan,Ganganagar,335039,0,4
26-11-2025,Rajasthan,Ganganagar,335051,2,30
26-11-2025,Rajasthan,Ganganagar,335073,0,6
26-11-2025,Rajasthan,Ganganagar,335705,0,2
26-11-2025,Rajasthan,Ganganagar,335901,0,4
26-11-2025,Rajasthan,Hanumangarh,335065,0,4
26-11-2025,Rajasthan,Hanumangarh,335523,6,48
26-11-2025,Rajasthan,Hanumangarh,335524,0,37
26-11-2025,Rajasthan,Hanumangarh,335801,0,12
26-11-2025,Rajasthan,Hanumangarh,335802,1,13
26-11-2025,Rajasthan,Hanumangarh,335803,1,14
26-11-2025,Rajasthan,Jaipur,302001,0,21
26-11-2025,Rajasthan,Jaipur,302011,0,2
26-11-2025,Rajasthan,Jaipur,302020,3,40
26-11-2025,Rajasthan,Jaipur,302025,0,1
26-11-2025,Rajasthan,Jaipur,303002,2,6
26-11-2025,Rajasthan,Jaipur,303012,1,28
26-11-2025,Rajasthan,Jaipur,303110,2,5
26-11-2025,Rajasthan,Jaipur,303704,1,5
26-11-2025,Rajasthan,Jaipur,303805,1,6
26-11-2025,Rajasthan,Jaipur,303904,1,12
26-11-2025,Rajasthan,Jaisalmer,345023,0,2
26-11-2025,Rajasthan,Jaisalmer,345026,0,1
26-11-2025,Rajasthan,Jalor,307515,2,2
26-11-2025,Rajasthan,Jalor,343029,0,28
26-11-2025,Rajasthan,Jalor,343042,1,6
26-11-2025,Rajasthan,Jalor,343049,0,8
26-11-2025,Rajasthan,Jalore,307515,1,0
26-11-2025,Rajasthan,Jalore,343001,0,1
26-11-2025,Rajasthan,Jhalawar,326001,3,31
26-11-2025,Rajasthan,Jhalawar,326021,0,12
26-11-2025,Rajasthan,Jhalawar,326502,1,19
26-11-2025,Rajasthan,Jhunjhunun,333021,0,2
26-11-2025,Rajasthan,Jhunjhunun,333024,1,2
26-11-2025,Rajasthan,Jhunjhunun,333026,0,17
26-11-2025,Rajasthan,Jhunjhunun,333032,0,1
26-11-2025,Rajasthan,Jhunjhunun,333035,0,2
26-11-2025,Rajasthan,Jhunjhunun,333501,1,15
26-11-2025,Rajasthan,Jhunjhunun,333502,0,7
26-11-2025,Rajasthan,Jhunjhunun,333701,0,2
26-11-2025,Rajasthan,Jhunjhunun,333801,1,5
26-11-2025,Rajasthan,Jodhpur,342006,1,8
26-11-2025,Rajasthan,Jodhpur,342024,2,10
26-11-2025,Rajasthan,Jodhpur,342303,3,12
26-11-2025,Rajasthan,Jodhpur,342307,2,11
26-11-2025,Rajasthan,Jodhpur,342309,0,10
26-11-2025,Rajasthan,Jodhpur,342901,0,8
26-11-2025,Rajasthan,Karauli,322212,0,1
26-11-2025,Rajasthan,Karauli,322219,2,2
26-11-2025,Rajasthan,Karauli,322249,1,6
26-11-2025,Rajasthan,Kota,325602,0,9
26-11-2025,Rajasthan,Kota,326518,2,9
26-11-2025,Rajasthan,Kota,326520,0,5
26-11-2025,Rajasthan,Kota,326529,2,6
26-11-2025,Rajasthan,Kotputli-Behror,301402,0,1
26-11-2025,Rajasthan,Kotputli-Behror,303106,0,1
26-11-2025,Rajasthan,Nagaur,341001,2,36
26-11-2025,Rajasthan,Nagaur,341021,1,7
26-11-2025,Rajasthan,Nagaur,341026,1,5
26-11-2025,Rajasthan,Nagaur,341028,0,7
26-11-2025,Rajasthan,Nagaur,341303,2,33
26-11-2025,Rajasthan,Nagaur,341306,0,11
26-11-2025,Rajasthan,Nagaur,341317,0,3
26-11-2025,Rajasthan,Nagaur,341502,0,8
26-11-2025,Rajasthan,Nagaur,341503,0,30
26-11-2025,Rajasthan,Nagaur,341505,2,21
26-11-2025,Rajasthan,Nagaur,341512,1,16
