state,year_month,enrol_age_5_17,enrol_age_18_plus,demo_age_5_17,demo_age_18_plus,bio_age_5_17,bio_age_18_plus,demo_ratio_5_17,demo_ratio_18_plus,bio_ratio_5_17,bio_ratio_18_plus,total_updates,total_enrolment,update_intensity,update_intensity_3m_avg,update_decay_signal,update_consistency
DADRA AND NAGAR HAVELI AND DAMAN AND DIU,2025-12,1,1,16.0,124.0,9.0,14.0,16.0,124.0,9.0,14.0,163.0,2,81.5,34.166666666666664,47.333333333333336,838.5897745156078
DADRA AND NAGAR HAVELI AND DAMAN AND DIU,NaT,8,16,144.0,1509.0,75.0,166.0,18.0,94.3125,9.375,10.375,1894.0,24,78.91666666666667,60.47222222222223,18.444444444444443,838.5897745156078
DAMAN & DIU,2025-02,0,0,1.0,18.0,11.0,31.0,0.0,0.0,0.0,0.0,61.0,0,0.0,0.0,0.0,354.6403812314666
DAMAN & DIU,2025-04,0,0,1.0,27.0,10.0,37.0,0.0,0.0,0.0,0.0,75.0,0,0.0,0.0,0.0,354.6403812314666
DAMAN & DIU,2025-08,0,0,4.0,30.0,8.0,28.0,0.0,0.0,0.0,0.0,70.0,0,0.0,0.0,0.0,354.6403812314666
DAMAN & DIU,2025-12,0,0,1.0,28.0,27.0,25.0,0.0,0.0,0.0,0.0,81.0,0,0.0,0.0,0.0,354.6403812314666
DAMAN & DIU,NaT,1,0,27.0,353.0,98.0,315.0,27.0,0.0,98.0,0.0,793.0,1,793.0,264.3333333333333,528.6666666666667,354.6403812314666
DAMAN AND DIU,2025-01,1,0,23.0,206.0,2535.0,1730.0,23.0,0.0,2535.0,0.0,4494.0,1,4494.0,4494.0,0.0,1334.0749642718156
DAMAN AND DIU,2025-02,1,0,9.0,44.0,77.0,51.0,9.0,0.0,77.0,0.0,181.0,1,181.0,2337.5,-2156.5,1334.0749642718156
DAMAN AND DIU,2025-03,1,0,3.0,42.0,71.0,30.0,3.0,0.0,71.0,0.0,146.0,1,146.0,1607.0,-1461.0,1334.0749642718156
DAMAN AND DIU,2025-05,0,0,6.0,18.0,31.0,28.0,0.0,0.0,0.0,0.0,83.0,0,0.0,109.0,-109.0,1334.0749642718156
DAMAN AND DIU,2025-07,0,0,3.0,27.0,62.0,19.0,0.0,0.0,0.0,0.0,111.0,0,0.0,48.666666666666664,-48.666666666666664,1334.0749642718156
DAMAN AND DIU,2025-08,2,0,6.0,56.0,43.0,38.0,3.0,0.0,21.5,0.0,143.0,2,71.5,23.833333333333332,47.66666666666667,1334.0749642718156
DAMAN AND DIU,2025-09,1,0,7.0,45.0,39.0,22.0,7.0,0.0,39.0,0.0,113.0,1,113.0,61.5,51.5,1334.0749642718156
DAMAN AND DIU,2025-10,0,0,9.0,34.0,68.0,18.0,0.0,0.0,0.0,0.0,129.0,0,0.0,61.5,-61.5,1334.0749642718156
DAMAN AND DIU,2025-11,0,0,8.0,50.0,69.0,47.0,0.0,0.0,0.0,0.0,174.0,0,0.0,37.666666666666664,-37.666666666666664,1334.0749642718156
DAMAN AND DIU,2025-12,0,0,9.0,58.0,144.0,36.0,0.0,0.0,0.0,0.0,247.0,0,0.0,0.0,0.0,1334.0749642718156
DAMAN AND DIU,NaT,7,0,118.0,608.0,941.0,462.0,16.857142857142858,0.0,134.42857142857142,0.0,2129.0,7,304.14285714285717,101.3809523809524,202.76190476190476,1334.0749642718156
DELHI,2025-01,11181,1979,135404.0,914385.0,386253.0,563974.0,12.11018692424649,462.04396159676605,34.54547893748323,284.97928246589186,2000016.0,13160,151.97689969604863,151.97689969604863,0.0,31.384832637884696
DELHI,2025-02,503,22,1517.0,12014.0,7125.0,7552.0,3.0159045725646125,546.0909090909091,14.165009940357853,343.27272727272725,28208.0,525,53.72952380952381,102.85321175278622,-49.12368794326241,31.384832637884696
DELHI,2025-03,251,23,1936.0,15006.0,6902.0,8604.0,7.713147410358566,652.4347826086956,27.49800796812749,374.0869565217391,32448.0,274,118.42335766423358,108.04326038993536,10.380097274298222,31.384832637884696
DELHI,2025-04,225,8,1801.0,16159.0,6950.0,8150.0,8.004444444444445,2019.875,30.88888888888889,1018.75,33060.0,233,141.88841201716738,104.68043116364159,37.2079808535258,31.384832637884696
DELHI,2025-05,273,12,1114.0,9894.0,3801.0,5165.0,4.08058608058608,824.5,13.923076923076923,430.4166666666667,19974.0,285,70.08421052631579,110.13199340257226,-40.04778287625648,31.384832637884696
DELHI,2025-06,407,51,1933.0,14647.0,8964.0,9618.0,4.749385749385749,287.19607843137254,22.024570024570025,188.58823529411765,35162.0,458,76.77292576419214,96.24851610255844,-19.475590338366302,31.384832637884696
DELHI,2025-07,168,26,1051.0,9382.0,3833.0,4795.0,6.255952380952381,360.84615384615387,22.81547619047619,184.42307692307693,19061.0,194,98.25257731958763,81.70323787003186,16.549339449555774,31.384832637884696
DELHI,2025-08,390,47,2227.0,18917.0,6652.0,8240.0,5.71025641025641,402.48936170212767,17.056410256410256,175.31914893617022,36036.0,437,82.46224256292906,85.82924854890295,-3.36700598597389,31.384832637884696
DELHI,2025-09,373,78,1632.0,12143.0,8179.0,9012.0,4.375335120643432,155.67948717948718,21.927613941018766,115.53846153846153,30966.0,451,68.66075388026607,83.12519125426093,-14.464437373994855,31.384832637884696
DELHI,2025-10,391,24,1540.0,12323.0,7536.0,8287.0,3.938618925831202,513.4583333333334,19.273657289002557,345.2916666666667,29686.0,415,71.53253012048192,74.21850885455902,-2.6859787340770964,31.384832637884696
DELHI,2025-11,329,23,1778.0,14952.0,7855.0,8975.0,5.404255319148936,650.0869565217391,23.875379939209726,390.2173913043478,33560.0,352,95.3409090909091,78.51139769721904,16.829511393690055,31.384832637884696
DELHI,2025-12,318,29,1797.0,15295.0,8031.0,8589.0,5.650943396226415,527.4137931034483,25.254716981132077,296.17241379310343,33712.0,347,97.15273775216139,88.00872565451748,9.144012097643909,31.384832637884696
DELHI,NaT,7487,728,21805.0,198282.0,94156.0,97164.0,2.9123814611994123,272.36538461538464,12.575931614798986,133.46703296703296,411407.0,8215,50.079975654290934,80.85787416578714,-30.777898511496204,31.384832637884696
GOA,2025-01,23,15,1311.0,7130.0,19206.0,23874.0,57.0,475.3333333333333,835.0434782608696,1591.6,51521.0,38,1355.8157894736842,1355.8157894736842,0.0,332.1204335991145
GOA,2025-02,13,8,62.0,925.0,734.0,363.0,4.769230769230769,115.625,56.46153846153846,45.375,2084.0,21,99.23809523809524,727.5269423558897,-628.2888471177944,332.1204335991145
GOA,2025-03,8,4,74.0,942.0,452.0,366.0,9.25,235.5,56.5,91.5,1834.0,12,152.83333333333334,535.9624060150376,-383.1290726817042,332.1204335991145
GOA,2025-04,5,2,100.0,1212.0,677.0,464.0,20.0,606.0,135.4,232.0,2453.0,7,350.42857142857144,200.83333333333334,149.5952380952381,332.1204335991145
GOA,2025-05,11,9,94.0,804.0,518.0,451.0,8.545454545454545,89.33333333333333,47.09090909090909,50.111111111111114,1867.0,20,93.35,198.8706349206349,-105.5206349206349,332.1204335991145
GOA,2025-06,7,0,76.0,1020.0,559.0,441.0,10.857142857142858,0.0,79.85714285714286,0.0,2096.0,7,299.42857142857144,247.73571428571427,51.69285714285718,332.1204335991145
GOA,2025-07,3,0,62.0,591.0,333.0,259.0,20.666666666666668,0.0,111.0,0.0,1245.0,3,415.0,269.2595238095238,145.74047619047622,332.1204335991145
GOA,2025-08,12,4,122.0,1396.0,561.0,535.0,10.166666666666666,349.0,46.75,133.75,2614.0,16,163.375,292.6011904761904,-129.22619047619042,332.1204335991145
GOA,2025-09,9,4,69.0,943.0,579.0,507.0,7.666666666666667,235.75,64.33333333333333,126.75,2098.0,13,161.3846153846154,246.58653846153842,-85.20192307692304,332.1204335991145
GOA,2025-10,8,2,38.0,1153.0,642.0,488.0,4.75,576.5,80.25,244.0,2321.0,10,232.1,185.61987179487176,46.48012820512824,332.1204335991145
GOA,2025-11,7,3,69.0,1102.0,715.0,462.0,9.857142857142858,367.3333333333333,102.14285714285714,154.0,2348.0,10,234.8,209.42820512820512,25.37179487179489,332.1204335991145
GOA,2025-12,8,4,84.0,1143.0,792.0,546.0,10.5,285.75,99.0,136.5,2565.0,12,213.75,226.8833333333333,-13.133333333333297,332.1204335991145
GOA,NaT,140,108,1114.0,13484.0,8476.0,5397.0,7.957142857142857,124.85185185185185,60.542857142857144,49.97222222222222,28471.0,248,114.8024193548387,187.7841397849462,-72.9817204301075,332.1204335991145
GUJARAT,2025-01,39809,10402,108798.0,734834.0,1028050.0,1234349.0,2.7330000753598434,70.64353009036724,25.824562284910446,118.66458373389733,3106031.0,50211,61.859572603612754,61.859572603612754,0.0,28.714467803754633
GUJARAT,2025-02,1362,136,3513.0,35313.0,26855.0,27160.0,2.579295154185022,259.65441176470586,19.717327459618208,199.7058823529412,92841.0,1498,61.97663551401869,61.91810405881572,0.05853145520296721,28.714467803754633
GUJARAT,2025-03,990,171,4552.0,39800.0,18098.0,22767.0,4.597979797979798,232.7485380116959,18.280808080808082,133.140350877193,85217.0,1161,73.39965546942291,65.74528786235145,7.654367607071464,28.714467803754633
GUJARAT,2025-04,662,90,4362.0,42247.0,20077.0,24418.0,6.589123867069486,469.4111111111111,30.327794561933533,271.31111111111113,91104.0,752,121.14893617021276,85.50840905121812,35.64052711899464,28.714467803754633
GUJARAT,2025-05,399,18,2765.0,22968.0,15231.0,16437.0,6.9298245614035086,1276.0,38.17293233082707,913.1666666666666,57401.0,417,137.65227817745804,110.73362327236457,26.918654905093476,28.714467803754633
GUJARAT,2025-06,572,205,5247.0,37210.0,14353.0,16804.0,9.173076923076923,181.5121951219512,25.092657342657343,81.97073170731707,73614.0,777,94.74131274131274,117.84750902966118,-23.106196288348443,28.714467803754633
GUJARAT,2025-07,246,260,2997.0,20876.0,12989.0,16558.0,12.182926829268293,80.29230769230769,52.800813008130085,63.684615384615384,53420.0,506,105.57312252964427,112.65557114947167,-7.082448619827403,28.714467803754633
GUJARAT,2025-08,1125,318,5087.0,46593.0,21449.0,26513.0,4.5217777777777775,146.5188679245283,19.06577777777778,83.37421383647799,99642.0,1443,69.05197505197505,89.78880344097735,-20.736828389002298,28.714467803754633
GUJARAT,2025-09,1166,65,3614.0,29390.0,15033.0,19722.0,3.0994854202401374,452.15384615384613,12.892795883361922,303.4153846153846,67759.0,1231,55.04386677497969,76.55632145219967,-21.512454677219978,28.714467803754633
GUJARAT,2025-10,1229,208,3741.0,37269.0,17082.0,21687.0,3.0439381611065905,179.1778846153846,13.899104963384866,104.26442307692308,79779.0,1437,55.51774530271399,59.87119570988958,-4.353450407175586,28.714467803754633
GUJARAT,2025-11,1224,222,4167.0,39300.0,21323.0,25135.0,3.4044117647058822,177.02702702702703,17.420751633986928,113.22072072072072,89925.0,1446,62.18879668049792,57.58346958606387,4.6053270944340525,28.714467803754633
GUJARAT,2025-12,1321,180,4972.0,46662.0,21146.0,25540.0,3.7638152914458742,259.23333333333335,16.00757002271007,141.88888888888889,98320.0,1501,65.50299800133244,61.06984666151478,4.4331513398176625,28.714467803754633
GUJARAT,NaT,21077,4061,54659.0,483391.0,228969.0,258769.0,2.5933007543768087,119.03250430928342,10.863453053091048,63.72051218911598,1025788.0,25138,40.80626939295091,56.16602135826042,-15.359751965309513,28.714467803754633
HARYANA,2025-01,3715,640,87344.0,611367.0,411116.0,627061.0,23.511170928667564,955.2609375,110.66379542395693,979.7828125,1736888.0,4355,398.8261768082664,398.8261768082664,0.0,99.83334797682312
HARYANA,2025-02,208,7,1913.0,14099.0,13417.0,14885.0,9.197115384615385,2014.142857142857,64.5048076923077,2126.4285714285716,44314.0,215,206.11162790697674,302.4689023576216,-96.35727445064484,99.83334797682312
HARYANA,2025-03,122,9,2619.0,19694.0,12850.0,15625.0,21.4672131147541,2188.222222222222,105.32786885245902,1736.111111111111,50788.0,131,387.69465648854964,330.87748706793093,56.81716942061871,99.83334797682312
HARYANA,2025-04,82,1,2257.0,17851.0,8704.0,9611.0,27.524390243902438,17851.0,106.14634146341463,9611.0,38423.0,83,462.9277108433735,352.2446650796333,110.68304576374021,99.83334797682312
HARYANA,2025-05,193,13,1966.0,14369.0,9494.0,10904.0,10.186528497409327,1105.3076923076924,49.19170984455958,838.7692307692307,36733.0,206,178.31553398058253,342.97930043750193,-164.6637664569194,99.83334797682312
HARYANA,2025-06,153,12,2538.0,18383.0,12295.0,13676.0,16.58823529411765,1531.9166666666667,80.359477124183,1139.6666666666667,46892.0,165,284.1939393939394,308.4790614059652,-24.285122012025795,99.83334797682312
HARYANA,2025-07,90,2,1336.0,10244.0,6347.0,7983.0,14.844444444444445,5122.0,70.52222222222223,3991.5,25910.0,92,281.6304347826087,248.04663605237684,33.58379873023185,99.83334797682312
HARYANA,2025-08,166,14,2733.0,21489.0,10534.0,12290.0,16.46385542168675,1534.9285714285713,63.45783132530121,877.8571428571429,47046.0,180,261.3666666666667,275.73034694773827,-14.363680281071595,99.83334797682312
HARYANA,2025-09,282,33,1795.0,11842.0,12574.0,14580.0,6.365248226950355,358.8484848484849,44.5886524822695,441.8181818181818,40791.0,315,129.4952380952381,224.1641131815045,-94.66887508626638,99.83334797682312
HARYANA,2025-10,204,10,2205.0,16414.0,12165.0,13783.0,10.808823529411764,1641.4,59.63235294117647,1378.3,44567.0,214,208.2570093457944,199.7063047025664,8.550704643227988,99.83334797682312
HARYANA,2025-11,135,26,2210.0,16193.0,13634.0,15529.0,16.37037037037037,622.8076923076923,100.99259259259259,597.2692307692307,47566.0,161,295.44099378881987,211.06441374328412,84.37658004553575,99.83334797682312
HARYANA,2025-12,166,31,2148.0,18030.0,12384.0,13977.0,12.939759036144578,581.6129032258065,74.60240963855422,450.8709677419355,46539.0,197,236.23857868020303,246.64552727160574,-10.40694859140271,99.83334797682312
HARYANA,NaT,3594,302,28250.0,236851.0,158153.0,171883.0,7.860322760155816,784.274834437086,44.004730105731774,569.1490066225166,595137.0,3896,152.75590349075975,228.1451586532609,-75.38925516250114,99.83334797682312
HIMACHAL PRADESH,2025-01,29,36,6074.0,37089.0,91788.0,142013.0,209.44827586206895,1030.25,3165.103448275862,3944.8055555555557,276964.0,65,4260.984615384616,4260.984615384616,0.0,1030.6251692583528
HIMACHAL PRADESH,2025-02,21,2,484.0,2794.0,5862.0,2694.0,23.047619047619047,1397.0,279.14285714285717,1347.0,11834.0,23,514.5217391304348,2387.7531772575253,-1873.2314381270905,1030.6251692583528
HIMACHAL PRADESH,2025-03,6,6,631.0,3208.0,5251.0,2838.0,105.16666666666667,534.6666666666666,875.1666666666666,473.0,11928.0,12,994.0,1923.1687848383501,-929.1687848383501,1030.6251692583528
HIMACHAL PRADESH,2025-04,12,0,511.0,3665.0,2430.0,1976.0,42.583333333333336,0.0,202.5,0.0,8582.0,12,715.1666666666666,741.2294685990338,-26.062801932367165,1030.6251692583528
HIMACHAL PRADESH,2025-05,12,1,400.0,2972.0,3234.0,2288.0,33.333333333333336,2972.0,269.5,2288.0,8894.0,13,684.1538461538462,797.7735042735043,-113.61965811965808,1030.6251692583528
HIMACHAL PRADESH,2025-06,15,2,749.0,4098.0,5606.0,2935.0,49.93333333333333,2049.0,373.73333333333335,1467.5,13388.0,17,787.5294117647059,728.9499748617395,58.579436902966336,1030.6251692583528
HIMACHAL PRADESH,2025-07,10,2,356.0,1514.0,3266.0,1776.0,35.6,757.0,326.6,888.0,6912.0,12,576.0,682.5610859728507,-106.56108597285072,1030.6251692583528
HIMACHAL PRADESH,2025-08,21,4,604.0,5421.0,2393.0,2546.0,28.761904761904763,1355.25,113.95238095238095,636.5,10964.0,25,438.56,600.6964705882353,-162.13647058823534,1030.6251692583528
HIMACHAL PRADESH,2025-09,16,5,476.0,3836.0,3480.0,2971.0,29.75,767.2,217.5,594.2,10763.0,21,512.5238095238095,509.02793650793654,3.4958730158729736,1030.6251692583528
HIMACHAL PRADESH,2025-10,18,3,536.0,5055.0,3484.0,2620.0,29.77777777777778,1685.0,193.55555555555554,873.3333333333334,11695.0,21,556.9047619047619,502.66285714285715,54.24190476190478,1030.6251692583528
HIMACHAL PRADESH,2025-11,18,3,537.0,3797.0,3903.0,2916.0,29.833333333333332,1265.6666666666667,216.83333333333334,972.0,11153.0,21,531.0952380952381,533.5079365079365,-2.4126984126984325,1030.6251692583528
HIMACHAL PRADESH,2025-12,14,4,695.0,4790.0,3315.0,2703.0,49.642857142857146,1197.5,236.78571428571428,675.75,11503.0,18,639.0555555555555,575.6851851851851,63.37037037037044,1030.6251692583528
HIMACHAL PRADESH,NaT,469,118,7371.0,51551.0,57554.0,34392.0,15.716417910447761,436.8728813559322,122.71641791044776,291.45762711864404,150868.0,587,257.015332197615,475.7220419494695,-218.70670975185448,1030.6251692583528
JAMMU & KASHMIR,2025-01,0,0,0.0,11.0,4.0,9.0,0.0,0.0,0.0,0.0,24.0,0,0.0,0.0,0.0,17.4964892693402
JAMMU & KASHMIR,2025-02,1,0,1.0,12.0,7.0,10.0,1.0,0.0,7.0,0.0,30.0,1,30.0,15.0,15.0,17.4964892693402
JAMMU & KASHMIR,2025-03,0,0,2.0,10.0,3.0,13.0,0.0,0.0,0.0,0.0,28.0,0,0.0,10.0,-10.0,17.4964892693402
JAMMU & KASHMIR,2025-04,1,0,0.0,29.0,6.0,12.0,0.0,0.0,6.0,0.0,47.0,1,47.0,25.666666666666668,21.333333333333332,17.4964892693402
JAMMU & KASHMIR,2025-05,1,0,2.0,10.0,4.0,10.0,2.0,0.0,4.0,0.0,26.0,1,26.0,24.333333333333332,1.6666666666666679,17.4964892693402
JAMMU & KASHMIR,2025-06,1,0,2.0,20.0,3.0,14.0,2.0,0.0,3.0,0.0,39.0,1,39.0,37.333333333333336,1.6666666666666643,17.4964892693402
JAMMU & KASHMIR,2025-07,0,0,0.0,6.0,3.0,5.0,0.0,0.0,0.0,0.0,14.0,0,0.0,21.666666666666668,-21.666666666666668,17.4964892693402
JAMMU & KASHMIR,2025-08,1,0,0.0,24.0,3.0,13.0,0.0,0.0,3.0,0.0,40.0,1,40.0,26.333333333333332,13.666666666666668,17.4964892693402
JAMMU & KASHMIR,2025-09,0,0,2.0,7.0,5.0,17.0,0.0,0.0,0.0,0.0,31.0,0,0.0,13.333333333333334,-13.333333333333334,17.4964892693402
JAMMU & KASHMIR,2025-10,2,0,0.0,20.0,2.0,14.0,0.0,0.0,1.0,0.0,36.0,2,18.0,19.333333333333332,-1.3333333333333321,17.4964892693402
JAMMU & KASHMIR,2025-11,2,0,4.0,21.0,3.0,13.0,2.0,0.0,1.5,0.0,41.0,2,20.5,12.833333333333334,7.666666666666666,17.4964892693402
JAMMU & KASHMIR,2025-12,1,0,0.0,17.0,3.0,13.0,0.0,0.0,3.0,0.0,33.0,1,33.0,23.833333333333332,9.166666666666668,17.4964892693402
JAMMU & KASHMIR,NaT,12,0,10.0,216.0,68.0,172.0,0.8333333333333334,0.0,5.666666666666667,0.0,466.0,12,38.833333333333336,30.777777777777782,8.055555555555554,17.4964892693402
JAMMU AND KASHMIR,2025-01,616,73,31477.0,175651.0,202306.0,256214.0,51.09902597402598,2406.178082191781,328.41883116883116,3509.780821917808,665648.0,689,966.1074020319303,966.1074020319303,0.0,245.92201506294103
JAMMU AND KASHMIR,2025-02,350,1,1010.0,6104.0,9563.0,4385.0,2.8857142857142857,6104.0,27.322857142857142,4385.0,21062.0,351,60.00569800569801,513.0565500188142,-453.0508520131161,245.92201506294103
JAMMU AND KASHMIR,2025-03,149,4,978.0,5716.0,8071.0,3999.0,6.563758389261745,1429.0,54.16778523489933,999.75,18764.0,153,122.640522875817,382.91787430448176,-260.27735142866476,245.92201506294103
JAMMU AND KASHMIR,2025-04,88,1,1247.0,7686.0,9815.0,5139.0,14.170454545454545,7686.0,111.5340909090909,5139.0,23887.0,89,268.39325842696627,150.3464931028271,118.04676532413916,245.92201506294103
JAMMU AND KASHMIR,2025-05,201,59,847.0,4554.0,5746.0,3683.0,4.213930348258707,77.1864406779661,28.587064676616915,62.42372881355932,14830.0,260,57.03846153846154,149.35741428041493,-92.31895274195338,245.92201506294103
JAMMU AND KASHMIR,2025-06,150,77,1400.0,8492.0,6876.0,4438.0,9.333333333333334,110.28571428571429,45.84,57.63636363636363,21206.0,227,93.41850220264317,139.61674072269034,-46.19823852004717,245.92201506294103
JAMMU AND KASHMIR,2025-07,94,52,536.0,3026.0,6045.0,3355.0,5.702127659574468,58.19230769230769,64.30851063829788,64.51923076923077,12962.0,146,88.78082191780823,79.74592855297098,9.034893364837245,245.92201506294103
JAMMU AND KASHMIR,2025-08,253,22,1605.0,9600.0,7874.0,4854.0,6.3438735177865615,436.3636363636364,31.122529644268774,220.63636363636363,23933.0,275,87.02909090909091,89.74280500984743,-2.713714100756519,245.92201506294103
JAMMU AND KASHMIR,2025-09,267,1,878.0,5852.0,6909.0,4578.0,3.2883895131086143,5852.0,25.876404494382022,4578.0,18217.0,268,67.97388059701493,81.26126447463803,-13.2873838776231,245.92201506294103
JAMMU AND KASHMIR,2025-10,228,5,1029.0,7280.0,7652.0,4261.0,4.5131578947368425,1456.0,33.56140350877193,852.2,20222.0,233,86.78969957081546,80.59755702564043,6.192142545175031,245.92201506294103
JAMMU AND KASHMIR,2025-11,167,5,840.0,5813.0,7568.0,4504.0,5.029940119760479,1162.6,45.31736526946108,900.8,18725.0,172,108.86627906976744,87.87661974586594,20.989659323901506,245.92201506294103
JAMMU AND KASHMIR,2025-12,96,3,994.0,7084.0,9148.0,4402.0,10.354166666666666,2361.3333333333335,95.29166666666667,1467.3333333333333,21628.0,99,218.46464646464648,138.0402083684098,80.42443809623668,245.92201506294103
JAMMU AND KASHMIR,NaT,5341,232,15009.0,102068.0,132662.0,67171.0,2.8101479123759594,439.94827586206895,24.838419771578355,289.5301724137931,316910.0,5573,56.86524313655123,128.06538955698838,-71.20014642043715,245.92201506294103
JHARKHAND,2025-01,9635,660,26792.0,577842.0,616169.0,804960.0,2.7806953814218995,875.5181818181818,63.951115723923195,1219.6363636363637,2025763.0,10295,196.7715395823215,196.7715395823215,0.0,49.34227789299023
JHARKHAND,2025-02,2545,9,2990.0,28656.0,14865.0,19446.0,1.174852652259332,3184.0,5.840864440078586,2160.6666666666665,65957.0,2554,25.82498042286609,111.29826000259379,-85.4732795797277,49.34227789299023
JHARKHAND,2025-03,744,14,2732.0,26067.0,10319.0,14639.0,3.672043010752688,1861.9285714285713,13.869623655913978,1045.642857142857,53757.0,758,70.91952506596306,97.83868169038355,-26.919156624420495,49.34227789299023
JHARKHAND,2025-04,461,9,3139.0,33368.0,7720.0,10584.0,6.809110629067245,3707.5555555555557,16.746203904555315,1176.0,54811.0,470,116.61914893617022,71.12121814166646,45.49793079450376,49.34227789299023
JHARKHAND,2025-05,1333,5,1805.0,16504.0,6327.0,9700.0,1.3540885221305325,3300.8,4.746436609152288,1940.0,34336.0,1338,25.66218236173393,71.06695212128908,-45.40476975955515,49.34227789299023
JHARKHAND,2025-06,1440,20,3508.0,31624.0,12753.0,17630.0,2.436111111111111,1581.2,8.85625,881.5,65515.0,1460,44.87328767123287,62.38487298971234,-17.51158531847947,49.34227789299023
JHARKHAND,2025-07,1038,25,1531.0,14131.0,7289.0,10142.0,1.47495183044316,565.24,7.0221579961464355,405.68,33093.0,1063,31.13170272812794,33.88905758703158,-2.757354858903639,49.34227789299023
JHARKHAND,2025-08,1989,46,4508.0,45726.0,9932.0,14529.0,2.2664655605832076,994.0434782608696,4.993464052287582,315.8478260869565,74695.0,2035,36.70515970515971,37.57005003484017,-0.8648903296804633,49.34227789299023
JHARKHAND,2025-09,1933,15,2817.0,28648.0,13045.0,18585.0,1.4573202276254527,1909.8666666666666,6.748577340920848,1239.0,63095.0,1948,32.389630390143736,33.4088309411438,-1.0192005510000612,49.34227789299023
JHARKHAND,2025-10,2053,20,3454.0,36264.0,11079.0,15490.0,1.6824159766195812,1813.2,5.3964929371651245,774.5,66287.0,2073,31.976362759286058,33.690384284863164,-1.714021525577106,49.34227789299023
JHARKHAND,2025-11,1682,30,3194.0,30320.0,12930.0,17376.0,1.8989298454221166,1010.6666666666666,7.687277051129608,579.2,63820.0,1712,37.27803738317757,33.88134351086912,3.3966938723084468,49.34227789299023
JHARKHAND,2025-12,1460,8,3787.0,39473.0,13516.0,18343.0,2.5938356164383563,4934.125,9.257534246575343,2292.875,75119.0,1468,51.170980926430516,40.14179368963138,11.029187236799139,49.34227789299023
JHARKHAND,NaT,31226,588,39119.0,393190.0,140669.0,178260.0,1.2527701274578877,668.6904761904761,4.504867738423109,303.16326530612247,751238.0,31814,23.613440623624818,37.3541529777443,-13.74071235411948,49.34227789299023
KARNATAKA,2025-01,11740,6386,148284.0,620392.0,796231.0,912181.0,12.630664395229983,97.14876291888505,67.82206132879045,142.84074538051988,2477088.0,18126,136.65938430983118,136.65938430983118,0.0,27.46652404012998
KARNATAKA,2025-02,1073,153,4140.0,32800.0,25568.0,24403.0,3.85834109972041,214.37908496732027,23.82851817334576,159.4967320261438,86911.0,1226,70.88988580750407,103.77463505866763,-32.884749251163555,27.46652404012998
KARNATAKA,2025-03,625,199,5603.0,35810.0,15927.0,19197.0,8.9648,179.9497487437186,25.4832,96.46733668341709,76537.0,824,92.88470873786407,100.14465961839977,-7.259950880535698,27.46652404012998
KARNATAKA,2025-04,461,57,5366.0,39389.0,14178.0,17759.0,11.63991323210412,691.0350877192982,30.754880694143168,311.56140350877195,76692.0,518,148.05405405405406,103.94288286647406,44.11117118758,27.46652404012998
KARNATAKA,2025-05,447,106,3201.0,21695.0,19489.0,22789.0,7.1610738255033555,204.66981132075472,43.59955257270693,214.99056603773585,67174.0,553,121.47197106690777,120.80357795294196,0.6683931139658057,27.46652404012998
KARNATAKA,2025-06,735,155,5996.0,34103.0,20180.0,20509.0,8.157823129251701,220.0193548387097,27.45578231292517,132.31612903225806,80788.0,890,90.77303370786517,120.09968627627568,-29.32665256841051,27.46652404012998
KARNATAKA,2025-07,312,138,3790.0,20716.0,9364.0,9770.0,12.147435897435898,150.1159420289855,30.012820512820515,70.79710144927536,43640.0,450,96.97777777777777,103.07426085085024,-6.096483073072463,27.46652404012998
KARNATAKA,2025-08,790,65,6901.0,46593.0,22348.0,24949.0,8.735443037974683,716.8153846153846,28.28860759493671,383.83076923076925,100791.0,855,117.88421052631578,101.8783406706529,16.00586985566288,27.46652404012998
KARNATAKA,2025-09,701,178,3994.0,29876.0,13982.0,17019.0,5.697574893009985,167.8426966292135,19.945791726105565,95.61235955056179,64871.0,879,73.80091012514221,96.22096614307857,-22.42005601793636,27.46652404012998
KARNATAKA,2025-10,889,116,4367.0,32528.0,17478.0,19946.0,4.912260967379078,280.41379310344826,19.66029246344207,171.94827586206895,74319.0,1005,73.94925373134329,88.54479146093377,-14.595537729590475,27.46652404012998
KARNATAKA,2025-11,805,139,4552.0,32219.0,16856.0,19887.0,5.6546583850931675,231.79136690647482,20.93913043478261,143.07194244604315,73514.0,944,77.875,75.20838795216184,2.666612047838157,27.46652404012998
KARNATAKA,2025-12,628,177,5580.0,43830.0,19471.0,23730.0,8.885350318471337,247.6271186440678,31.004777070063696,134.0677966101695,92611.0,805,115.04472049689441,88.95632474274589,26.08839575414852,27.46652404012998
KARNATAKA,NaT,14657,2241,63207.0,440353.0,253927.0,258816.0,4.31241045234359,196.49843819723338,17.324623047008256,115.4912985274431,1016303.0,16898,60.1433897502663,84.35437008238691,-24.210980332120606,27.46652404012998
KERALA,2025-01,912,203,11650.0,112607.0,444601.0,627966.0,12.774122807017545,554.7142857142857,487.50109649122805,3093.4285714285716,1196824.0,1115,1073.3847533632288,1073.3847533632288,0.0,286.9977923595041
KERALA,2025-02,1001,26,1912.0,22761.0,14826.0,15657.0,1.91008991008991,875.4230769230769,14.811188811188812,602.1923076923077,55156.0,1027,53.70593962999026,563.5453464966096,-509.8394068666193,286.9977923595041
